Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
82522,0.635,-0.710,0.086,1.621,-0.471,-0.096,0.391,-0.052,0.349,-0.235,-0.635,0.222,-0.681,0.247,0.006,-0.659,0.306,-0.849,-0.451,0.329,0.057,-0.250,-0.296,0.093,0.542,-0.340,-0.016,0.062,282.270,0
82525,-1.500,1.149,-0.077,0.840,0.143,-0.397,0.149,0.677,-0.897,-0.417,-1.495,0.510,1.524,0.642,0.935,0.173,-0.292,0.371,0.751,0.126,0.185,0.319,-0.236,-0.566,0.002,-0.275,0.071,-0.013,46.250,0
82528,1.231,0.243,0.171,0.507,-0.207,-0.570,-0.059,-0.003,-0.116,-0.097,1.234,0.501,-0.388,0.007,0.483,0.800,-0.344,0.378,0.220,-0.090,-0.263,-0.829,0.080,-0.058,0.210,0.099,-0.032,0.017,4.770,0
82535,-5.761,3.986,-3.230,-3.023,0.165,2.710,-1.598,2.996,2.050,3.057,-0.553,0.617,0.227,0.394,0.794,1.177,-0.583,0.014,-0.776,1.494,-0.477,-0.862,0.275,0.980,0.701,0.782,0.947,0.817,7.990,0
82536,1.189,0.275,0.169,0.448,0.077,-0.077,-0.062,0.073,-0.287,-0.174,1.648,1.175,0.696,-0.184,0.613,0.454,-0.127,-0.208,-0.148,-0.052,-0.222,-0.623,0.097,-0.334,0.174,0.125,-0.008,0.015,4.490,0
82540,-1.995,1.997,0.239,-0.174,-0.884,-0.299,-0.568,1.527,-0.757,-0.240,1.096,1.144,-0.037,1.206,0.333,0.439,0.130,-0.205,-0.129,-0.009,-0.086,-0.463,0.163,-0.014,-0.131,0.100,0.122,0.027,10.280,0
82541,1.355,0.363,-0.267,0.358,0.368,-0.256,0.101,-0.151,0.030,-0.300,-1.208,0.117,1.118,-0.500,1.125,0.857,-0.551,0.078,0.325,0.006,-0.372,-1.035,-0.052,-1.039,0.425,0.179,-0.021,0.018,1.980,0
82541,1.126,0.178,0.080,1.087,-0.094,-0.715,0.367,-0.278,-0.129,-0.044,-0.569,0.522,0.918,0.217,0.863,0.124,-0.603,-0.123,-0.265,0.074,0.059,0.090,-0.219,0.065,0.737,-0.317,0.005,0.032,79.250,0
82542,1.382,-0.355,-0.028,-0.688,-0.555,-0.451,-0.617,-0.000,-0.691,0.191,-0.221,-1.069,-0.327,-1.011,1.226,1.405,1.088,-1.393,0.308,0.054,-0.158,-0.559,0.090,-0.547,0.207,-0.417,0.034,0.035,12.770,0
82543,-10.884,9.227,-4.926,0.308,-4.086,11.221,-21.927,-50.943,-6.106,-8.640,-3.264,4.111,-3.033,7.293,0.058,1.707,2.345,2.549,-3.440,11.010,-22.666,7.220,3.332,-1.676,-0.940,-0.283,-0.343,0.442,203.500,0
82545,-1.005,0.626,1.444,-2.085,-0.238,0.222,-0.357,0.558,-1.446,-0.279,-1.064,-0.177,1.975,-0.566,0.529,1.549,-0.119,-1.225,-0.189,0.219,0.320,0.883,-0.456,-0.895,0.668,-0.080,0.189,0.046,3.500,0
82545,-0.953,1.049,1.562,0.356,-0.270,-0.376,0.095,0.559,-0.700,-0.664,-0.504,-0.670,-1.341,0.868,1.661,-0.172,0.428,-0.485,0.420,-0.126,-0.140,-0.652,-0.056,0.030,-0.067,0.264,-0.088,-0.013,1.980,0
82547,-0.072,0.183,0.859,3.172,-0.365,1.492,0.330,-0.626,-0.732,0.506,-1.479,-0.742,-0.876,0.319,0.586,-0.398,0.470,-0.414,0.863,0.375,0.645,-0.910,0.124,-0.797,0.844,0.303,0.113,0.224,241.690,0
82547,0.859,-1.390,0.481,-1.010,-1.192,0.294,-0.613,0.166,2.477,-1.471,-1.188,0.846,-0.226,-0.597,0.081,-1.222,0.575,-0.402,0.961,0.261,0.103,0.382,-0.363,-0.358,0.566,0.214,0.037,0.044,200.000,0
82553,1.394,-1.057,0.430,-1.477,-1.261,-0.211,-1.010,-0.014,-2.226,1.534,1.571,0.300,1.156,-0.229,0.038,-0.530,0.493,-0.084,-0.325,-0.258,-0.114,0.055,0.024,0.017,0.303,-0.199,0.044,0.013,34.570,0
82553,-1.792,1.103,0.324,1.082,-0.303,-1.050,0.066,0.614,-0.721,-0.233,-0.742,0.317,0.405,0.810,0.991,-0.069,0.097,0.143,0.447,-0.285,0.152,0.514,0.291,0.403,-0.064,-0.318,0.022,0.013,29.950,0
82559,1.144,0.195,0.549,1.158,-0.441,-0.626,-0.008,-0.021,0.164,-0.027,-0.008,-0.064,-0.936,0.561,1.350,-0.170,-0.027,-0.609,-0.851,-0.216,-0.008,-0.034,0.051,0.370,0.391,-0.428,0.031,0.026,15.780,0
82563,0.273,-1.752,-0.670,0.308,-0.798,-0.468,0.717,-0.214,0.135,-0.300,0.799,0.504,-0.797,0.612,-0.380,0.063,-0.235,0.046,0.619,0.947,0.250,-0.393,-0.591,0.117,0.338,1.072,-0.204,0.068,528.000,0
82564,-0.835,1.365,0.333,0.920,-0.662,-0.186,-0.166,0.974,-0.902,-0.337,1.119,0.437,-1.167,1.376,0.618,-0.130,0.287,0.277,0.201,-0.375,0.308,0.577,0.065,0.202,-0.291,-0.334,-0.287,-0.104,32.000,0
82566,1.160,0.490,0.357,2.579,0.096,-0.088,0.181,0.024,-0.523,0.616,-0.734,-0.404,-1.103,0.419,-0.095,-0.122,0.069,-0.898,-1.060,-0.275,-0.038,-0.020,-0.064,0.069,0.621,0.121,-0.010,0.007,1.000,0
82567,-0.299,1.119,0.847,-0.335,0.723,0.028,0.656,0.094,-0.714,-0.369,0.600,0.711,1.152,-0.485,0.177,0.876,-0.718,0.625,0.631,0.222,-0.278,-0.715,-0.181,-0.877,-0.004,0.124,0.246,0.078,4.450,0
82572,-0.652,0.569,0.199,-1.855,2.979,3.182,0.864,0.258,-0.516,0.003,0.128,-0.482,-0.194,-0.013,0.985,0.127,-0.858,-0.447,0.923,0.248,-0.520,-1.502,-0.187,1.011,0.097,0.588,-0.662,-0.366,22.950,0
82573,-0.550,0.186,1.773,0.554,-0.214,0.718,0.426,0.097,0.140,-0.710,-1.639,0.758,1.850,-0.938,-0.377,-0.253,-0.180,-0.042,1.364,0.468,-0.060,-0.069,0.104,-0.578,-0.256,0.347,0.120,0.154,127.230,0
82573,1.297,0.436,0.109,0.554,0.006,-0.735,0.162,-0.243,-0.126,-0.319,-0.326,0.745,1.613,-0.577,0.991,0.575,-0.275,-0.283,-0.004,0.018,-0.309,-0.823,0.048,-0.158,0.332,0.123,-0.015,0.028,0.990,0
82586,-1.490,-0.062,2.242,0.374,0.491,0.617,-0.157,0.457,-0.318,-0.070,-0.630,-0.882,-1.602,-0.096,-0.891,1.729,-1.364,0.999,-0.773,-0.196,0.079,0.044,-0.418,-0.825,0.307,0.964,-0.127,0.060,72.310,0
82591,-1.055,0.535,1.316,-2.210,-0.095,-0.693,0.585,-0.084,-0.780,1.019,0.479,-0.407,-0.991,-0.077,-0.861,-0.482,-1.208,1.614,-2.155,-0.255,-0.499,-0.724,-0.089,-0.065,-0.102,0.080,0.326,0.086,10.000,0
82593,-0.686,0.265,0.484,0.795,0.684,0.690,1.422,0.011,-0.824,-0.429,-1.415,-0.337,0.452,0.356,1.277,-0.072,-0.426,-0.361,0.774,0.560,-0.257,-1.193,0.577,-1.420,-0.474,-0.735,0.102,0.177,227.000,0
82598,-1.136,1.444,0.593,-0.551,0.476,0.176,0.506,0.322,-0.367,0.427,0.266,0.873,1.345,-0.000,0.155,0.747,-1.159,0.429,0.750,0.426,-0.331,-0.671,-0.157,-1.025,0.103,0.119,0.203,-0.067,18.470,0
82608,-2.922,1.097,2.276,1.018,-2.167,1.038,-0.561,1.028,0.856,-0.228,-1.854,0.864,0.709,-1.341,-2.594,0.655,0.096,-0.354,-1.064,-0.458,0.046,0.535,-0.565,0.529,0.394,1.021,-0.340,-0.031,158.470,0
82609,-0.179,1.523,0.055,1.044,-0.003,-1.347,0.755,0.063,-0.917,-0.057,-0.165,0.931,1.293,0.568,0.458,-0.592,0.065,-0.352,0.246,0.011,0.213,0.767,0.094,0.763,-0.686,-0.438,0.323,0.175,3.990,0
82616,1.254,-0.049,0.494,-0.258,-0.513,-0.493,-0.263,-0.039,0.050,-0.067,1.300,1.182,0.814,0.166,0.498,0.666,-0.774,0.097,0.435,0.013,-0.092,-0.266,0.031,0.086,0.153,0.904,-0.071,-0.002,7.570,0
82617,-0.507,0.591,0.139,-1.550,3.015,3.151,0.405,0.679,-0.503,-0.682,-0.030,-0.440,-0.189,-0.441,0.731,0.856,-0.816,0.252,-0.290,0.126,-0.299,-0.970,-0.140,0.934,-0.035,-0.061,-0.121,-0.111,0.990,0
82621,-1.649,1.682,0.572,0.775,0.271,-0.283,0.584,-0.104,0.483,1.596,-1.213,-0.754,-0.338,-0.106,1.473,-0.199,-0.484,0.470,0.889,0.362,-0.085,0.405,-0.088,-0.474,0.111,-0.212,-0.080,-0.108,0.490,0
82624,1.192,0.044,-0.221,1.097,0.481,0.623,0.078,0.071,0.404,-0.135,-1.811,-0.005,-0.022,0.019,0.028,-0.304,-0.235,-0.497,0.149,-0.080,-0.173,-0.344,-0.266,-1.322,0.831,-0.229,0.030,0.008,44.950,0
82627,0.885,-1.045,1.548,0.516,-1.281,1.496,-1.323,0.704,1.689,-0.504,0.732,1.315,-0.879,-0.771,-1.625,-0.816,0.842,-0.900,0.170,-0.047,0.001,0.341,-0.033,-0.185,0.037,1.146,0.016,0.011,80.000,0
82627,1.107,-0.921,0.667,0.349,-0.787,1.224,-1.099,0.451,-0.397,0.838,-0.214,-0.134,-0.634,0.014,0.188,-0.897,-0.485,1.961,-0.811,-0.423,-0.346,-0.625,-0.100,-1.229,0.255,-0.317,0.080,0.030,91.000,0
82630,-0.566,-0.150,1.943,-2.004,-0.305,0.009,-0.364,0.206,-1.230,0.060,0.443,-0.352,0.551,-0.495,-0.201,2.052,-0.757,-0.022,0.286,0.194,0.485,1.195,-0.363,-0.460,0.170,-0.168,0.091,0.095,19.950,0
82631,1.299,-0.383,-0.396,-0.285,-0.263,-0.703,0.173,-0.355,-1.309,0.704,-1.085,0.037,1.101,0.189,0.588,-1.284,-0.320,0.681,-0.367,-0.275,-0.722,-1.792,0.024,-0.472,0.318,0.211,-0.053,0.020,89.000,0
82634,1.214,0.226,0.304,0.587,-0.411,-0.774,-0.093,0.007,-0.058,-0.081,1.440,0.330,-0.972,0.130,0.516,0.728,-0.193,0.334,0.100,-0.143,-0.249,-0.809,0.131,0.259,0.149,0.081,-0.034,0.018,0.890,0
82638,-1.043,0.713,1.072,1.259,0.013,0.578,0.273,0.691,-0.820,-0.451,0.534,0.544,-0.693,0.675,-0.379,-0.756,0.485,0.076,1.182,0.106,0.115,0.170,-0.063,-0.309,0.167,-0.188,-0.004,0.003,80.760,0
82640,-0.347,-0.517,1.623,-2.129,-1.653,-0.889,0.222,-0.253,0.067,-0.977,-0.036,0.919,1.328,-0.269,1.893,-3.475,1.057,1.620,2.087,0.128,-0.152,0.176,0.113,0.753,0.068,-0.531,0.197,0.144,129.990,0
82642,0.831,-0.501,1.381,1.201,-1.295,-0.064,-0.636,0.182,0.397,0.038,1.424,1.015,0.261,0.051,0.868,0.912,-0.946,1.043,-0.623,0.197,0.406,0.881,-0.185,0.555,0.264,-0.300,0.047,0.060,150.570,0
82644,-1.753,2.186,0.931,2.242,0.236,2.098,-1.090,-1.569,-1.319,1.154,0.135,0.707,1.399,0.302,0.959,0.553,-0.316,0.888,0.955,-0.316,2.542,-0.017,0.060,-1.341,-0.025,0.419,0.154,0.115,10.590,0
82646,-0.927,1.397,0.971,-0.149,0.098,-0.182,0.472,0.370,-0.627,-0.125,1.828,1.251,0.956,-0.347,0.357,0.270,0.038,-0.207,-0.197,0.238,-0.216,-0.398,0.012,-0.011,-0.185,0.060,0.095,-0.154,18.830,0
82654,-4.660,2.010,-0.285,-0.397,-0.342,-0.355,0.746,-0.066,2.552,4.177,1.173,1.128,0.638,-1.483,-0.761,-0.357,-0.688,-0.344,0.571,0.662,-0.992,-0.231,0.380,0.034,0.763,0.139,-0.321,-0.205,29.510,0
82654,-2.157,1.323,1.646,0.206,-1.671,0.906,-2.356,-3.249,-0.819,0.785,-0.360,0.660,1.194,-0.048,1.591,-1.364,0.566,1.637,-1.333,-1.300,3.832,-0.541,0.403,0.352,-0.574,-0.188,0.692,0.101,25.000,0
82655,-4.027,1.897,-0.430,-0.030,-0.856,-0.480,-0.436,1.314,0.536,1.222,0.473,1.596,0.778,0.188,-1.061,0.143,0.008,-0.056,0.713,-0.012,-0.481,-0.230,0.251,0.066,0.471,0.245,0.287,-0.323,25.760,0
82655,1.311,0.415,-0.019,0.489,0.142,-0.570,0.159,-0.224,-0.101,-0.320,-0.600,0.631,1.636,-0.588,1.016,0.664,-0.382,-0.181,0.108,0.032,-0.326,-0.881,0.007,-0.474,0.369,0.143,-0.016,0.025,4.490,0
82660,-8.338,4.467,-3.476,-0.250,-3.090,-0.787,-2.035,3.427,1.647,3.191,0.014,2.458,1.136,0.973,-1.034,0.579,0.700,-0.059,0.433,0.403,-0.675,-0.469,0.411,0.046,1.005,0.221,-0.109,-0.247,23.350,0
82660,-8.338,4.466,-3.475,-0.250,-3.088,-0.788,-2.036,3.427,1.647,3.191,0.014,2.458,1.136,0.973,-1.034,0.579,0.700,-0.059,0.433,0.403,-0.674,-0.470,0.411,0.045,1.005,0.221,-0.110,-0.247,23.090,0
82660,-8.338,4.466,-3.475,-0.250,-3.088,-0.788,-2.036,3.427,1.647,3.191,0.014,2.458,1.136,0.973,-1.034,0.579,0.700,-0.059,0.433,0.403,-0.674,-0.470,0.411,0.045,1.005,0.221,-0.110,-0.247,23.090,0
82661,-2.197,2.268,-0.128,-0.099,-0.798,-0.229,-0.829,0.719,-0.731,-0.374,1.328,1.340,0.331,0.602,0.332,0.618,0.577,-0.016,-0.251,-0.148,0.641,-0.798,0.254,-0.049,-0.074,0.106,0.149,0.001,9.990,0
82669,-0.498,-0.473,1.517,-1.316,-0.896,0.189,0.104,0.161,-0.966,0.026,-0.860,-1.536,-0.729,-0.224,1.130,1.214,0.272,-1.109,0.384,0.391,0.315,0.512,0.285,-0.473,-0.494,-0.331,0.117,0.156,153.060,0
82671,-0.366,1.102,1.130,-0.074,0.457,-0.308,0.646,0.060,-0.453,-0.568,-0.221,0.173,0.695,-0.528,1.114,0.169,0.126,-0.536,-0.317,0.128,-0.254,-0.598,-0.038,-0.323,-0.168,0.122,0.265,0.093,1.290,0
82672,-0.449,1.055,1.100,0.198,-0.467,-0.791,0.298,0.365,-0.656,-0.692,0.224,0.737,0.605,0.424,0.886,-0.111,0.170,-1.010,-0.615,-0.171,-0.037,-0.244,0.288,0.600,-0.683,-0.017,-0.086,-0.017,19.890,0
82686,1.300,-0.159,-0.865,-0.527,1.818,3.450,-0.797,0.881,0.170,-0.004,-0.126,0.029,0.102,0.250,1.345,0.739,-0.976,0.322,0.059,0.025,-0.046,-0.241,-0.036,1.033,0.498,0.362,-0.013,0.013,2.460,0
82692,-2.394,1.351,0.032,-0.830,0.916,0.912,0.369,0.681,0.056,-0.387,-0.937,0.423,-0.368,0.183,-1.833,0.643,-1.053,0.086,-0.936,-0.695,0.012,-0.184,-0.367,-1.721,0.536,-0.651,-1.299,-0.179,17.970,0
82693,-0.664,-0.753,2.229,-0.818,-1.909,0.690,0.014,0.219,-1.304,0.237,0.795,0.144,0.821,-0.358,1.001,-0.649,-0.457,2.517,0.021,0.296,0.049,0.180,0.356,0.036,-0.013,1.247,-0.098,-0.002,249.000,0
82699,-0.884,1.354,2.094,0.763,0.421,-0.508,1.033,-0.088,-1.133,-0.239,-0.698,0.291,1.027,-0.299,-0.728,1.347,-1.417,-0.397,-2.620,-0.240,0.029,-0.090,-0.121,0.368,-0.079,-0.489,-0.063,0.129,17.770,0
82700,-0.215,-3.228,-1.135,-0.365,-1.323,-0.085,0.825,-0.399,-1.217,0.315,0.576,1.017,1.404,0.134,-0.670,-1.315,-0.175,1.270,-0.073,1.353,0.070,-1.111,-0.847,-0.204,0.136,1.403,-0.256,0.125,858.000,0
82701,-0.265,0.080,-0.344,-2.522,-0.319,-1.151,-0.145,0.125,-2.544,0.987,-1.620,-1.018,0.880,0.011,-0.580,-0.275,0.166,0.102,-0.515,-0.348,-0.038,0.266,-0.040,-0.463,-0.606,-0.370,0.339,0.189,0.010,0
82701,-0.401,1.341,0.207,0.536,-0.511,-1.064,0.133,0.292,-0.097,-0.100,-0.548,-0.404,-0.747,0.089,1.164,0.285,0.372,0.099,0.446,-0.083,-0.091,-0.383,0.366,0.305,-1.382,-0.044,0.021,0.181,7.920,0
82702,-0.654,0.978,1.177,0.672,-0.331,-0.560,0.303,0.288,-0.532,-0.698,-0.746,0.954,1.253,-0.028,-0.284,-0.587,0.369,-0.548,1.005,0.054,-0.027,-0.026,0.028,0.460,-0.419,0.259,0.017,0.079,26.030,0
82706,-0.924,0.472,2.067,1.448,-1.008,0.499,-0.864,0.892,0.318,-0.324,-0.788,0.053,-0.136,-0.084,1.387,-0.100,0.302,0.381,0.044,0.186,0.358,1.068,-0.005,0.096,-0.209,-0.063,0.279,0.021,43.400,0
82709,1.251,-0.870,0.003,-0.812,-0.863,-0.260,-0.555,0.022,-0.857,0.847,0.264,-0.415,-0.902,0.509,0.482,-0.669,-0.548,1.796,-0.176,-0.356,-0.457,-1.131,-0.026,-0.522,0.102,0.934,-0.083,0.004,87.780,0
82715,1.276,0.142,0.123,0.379,0.069,-0.055,-0.069,0.016,0.177,-0.093,-0.832,-0.096,-0.073,0.320,1.402,0.279,-0.420,-0.655,-0.158,-0.131,-0.291,-0.827,0.069,-0.786,0.239,0.178,-0.017,0.006,1.790,0
82721,-0.368,0.990,1.149,-0.119,0.139,-0.484,0.557,0.149,-0.486,-0.319,1.026,-0.024,-0.893,-0.056,0.326,0.722,-0.306,0.587,0.327,0.083,-0.242,-0.718,-0.044,-0.076,-0.178,0.078,0.233,0.083,8.730,0
82728,0.800,-1.861,0.720,-1.770,-1.374,1.199,-1.138,0.505,1.077,-0.750,0.356,1.085,-0.064,-0.382,1.242,-3.704,1.894,-0.978,-1.364,-0.292,-0.302,-0.307,0.093,-0.621,-0.129,0.007,0.112,0.048,188.600,0
82732,-0.865,1.276,1.739,1.857,-0.352,-0.110,0.214,0.453,-0.924,-0.468,-0.101,0.692,0.402,0.326,0.567,-1.531,1.264,-0.796,1.278,0.047,0.051,0.270,-0.201,0.659,0.333,-0.061,0.007,0.010,8.460,0
82742,-0.086,-0.090,1.897,-0.586,-0.946,-0.057,-0.363,0.039,-0.814,0.203,-1.214,0.016,1.040,-0.738,0.139,-1.787,0.307,1.343,0.285,-0.255,-0.263,-0.072,-0.163,0.094,-0.016,1.057,0.009,-0.005,18.900,0
82744,1.065,-0.191,1.262,1.187,-0.814,0.569,-0.794,0.421,0.752,-0.053,0.990,0.822,-0.887,0.028,-0.181,0.020,-0.174,0.084,-0.275,-0.206,0.008,0.187,0.021,-0.007,0.284,-0.394,0.080,0.023,9.990,0
82744,1.232,0.036,0.658,1.002,0.028,1.036,-0.598,0.235,0.643,-0.152,-1.556,0.538,1.417,-0.537,0.815,0.348,-0.715,0.073,-0.322,-0.059,0.069,0.481,-0.241,-1.270,0.659,-0.129,0.090,0.020,1.000,0
82748,1.313,0.077,-1.292,-0.484,2.140,3.181,-0.506,0.805,-0.074,-0.217,0.132,-0.028,0.011,-0.113,1.300,0.813,-0.496,0.166,0.175,0.031,-0.343,-1.148,0.096,0.946,0.370,0.111,-0.022,0.024,1.290,0
82755,-0.500,2.610,-2.518,1.504,0.378,-1.753,0.351,0.396,-0.402,-0.441,2.575,0.729,0.489,-3.244,0.285,1.033,2.812,1.858,-0.265,0.229,-0.063,0.001,0.198,0.196,-0.393,-0.474,-0.219,-0.226,1.490,0
82758,-0.703,0.793,1.045,-0.218,1.152,0.756,0.926,0.093,0.052,-0.101,-0.162,0.145,-0.803,-0.104,-1.366,-0.052,-0.811,0.016,-0.354,-0.051,-0.109,0.052,-0.321,-1.176,0.134,-0.507,0.086,-0.049,15.160,0
82760,-0.481,1.059,1.688,-0.011,0.018,-0.593,0.693,0.007,-0.538,-0.381,0.244,0.548,0.717,0.038,0.992,-0.225,-0.040,-1.001,-0.473,0.107,-0.169,-0.358,0.042,0.402,-0.284,0.078,0.287,0.123,4.490,0
82767,1.376,-0.445,-0.964,-1.777,0.205,-0.223,0.021,-0.044,1.312,-0.889,-0.377,0.207,-1.117,0.609,0.296,-0.324,-0.580,0.762,1.972,-0.073,-0.106,-0.189,-0.397,-1.343,0.971,0.186,-0.031,-0.025,26.100,0
82769,-2.826,0.844,1.139,-0.576,0.468,-0.753,0.200,0.121,0.487,1.303,1.850,0.905,-0.088,-0.129,0.244,0.260,-0.622,-0.630,-0.890,0.125,-0.468,-0.683,-0.742,0.251,0.236,-0.025,0.167,-0.514,3.270,0
82772,1.083,-0.208,0.532,1.397,-0.182,0.776,-0.328,0.206,0.906,-0.280,-1.583,0.450,0.049,-0.452,-0.649,-0.574,0.130,-0.619,0.044,-0.066,-0.109,-0.042,-0.220,-0.738,0.711,-0.211,0.063,0.023,57.500,0
82773,1.018,-1.229,-0.698,-0.698,-0.385,0.121,-0.030,-0.140,-1.039,0.679,-0.199,0.382,0.656,0.125,-0.651,-1.190,-0.441,1.541,0.263,0.039,-0.345,-0.918,-0.391,-0.963,0.511,1.134,-0.115,0.014,235.060,0
82774,1.312,-0.556,0.348,-0.901,-0.659,-0.092,-0.631,0.076,-1.101,0.722,1.498,0.250,0.343,0.051,0.330,1.191,0.135,-1.526,0.696,0.109,-0.066,-0.353,0.110,-0.321,0.164,-0.487,0.016,0.009,27.730,0
82774,-0.705,0.884,1.482,1.027,0.162,0.180,0.950,0.171,-1.169,0.032,1.691,0.808,0.149,0.569,0.828,-0.381,-0.018,-0.371,0.848,0.434,-0.332,-1.105,0.259,-0.073,0.119,-0.628,0.230,0.055,102.000,0
82775,1.332,-0.532,0.076,-0.820,-0.685,-0.630,-0.374,-0.172,-1.250,0.787,1.278,0.350,0.876,-0.030,-0.097,1.253,-0.119,-0.869,0.915,0.216,0.274,0.642,-0.209,0.073,0.656,-0.121,-0.013,0.005,49.900,0
82776,-1.976,-0.925,0.146,-1.762,1.819,3.574,-0.692,1.622,0.439,-1.276,-0.976,0.269,-0.148,-0.200,-0.799,0.557,-0.468,0.010,0.096,0.652,-0.042,-0.719,0.228,1.049,0.142,0.802,0.106,-0.056,158.580,0
82777,-0.374,0.544,2.561,1.649,-0.532,0.481,-0.024,0.319,0.519,-0.675,-0.628,1.065,0.073,-0.879,-1.607,-1.654,1.205,-1.348,0.755,-0.061,-0.315,-0.425,-0.001,0.613,-0.012,-0.460,0.110,0.014,2.000,0
82781,-1.132,1.301,0.808,0.956,-0.284,-0.773,0.374,0.148,-0.547,0.057,-0.339,0.794,1.459,0.172,1.023,-0.121,-0.174,-0.083,0.351,0.036,0.087,0.198,-0.077,0.407,-0.076,-0.438,-0.198,0.128,35.000,0
82782,-0.620,-0.511,1.304,-1.909,0.012,1.341,-0.184,0.476,-3.249,1.019,2.127,-0.383,-0.174,0.305,0.966,-2.082,1.931,-1.676,-0.344,-0.150,-0.238,-0.412,0.171,-1.093,-0.157,-0.204,0.101,0.050,68.210,0
82790,1.154,0.168,0.615,0.727,-0.625,-1.149,0.170,-0.274,-0.079,-0.105,0.186,0.819,0.905,0.141,0.943,0.183,-0.339,-0.719,-0.260,0.025,-0.202,-0.655,0.131,0.726,0.180,0.068,-0.033,0.031,44.990,0
82793,-1.844,0.895,0.450,0.924,0.882,2.302,-0.312,1.345,-0.525,-0.121,0.805,0.803,-0.493,0.676,0.525,-1.551,1.243,-1.307,0.223,-0.278,0.025,0.511,0.088,-1.869,0.085,-0.070,-0.148,-0.275,25.300,0
82797,1.504,-1.102,0.482,-1.432,-1.553,-0.648,-1.111,-0.112,-1.605,1.427,-0.987,-1.365,-0.054,-0.272,0.866,-0.010,0.284,0.164,-0.053,-0.317,-0.399,-0.866,0.111,-0.191,0.169,-0.378,0.035,0.026,30.000,0
82800,-0.998,0.975,1.119,0.851,0.329,0.230,0.209,0.585,-1.260,-0.377,1.066,0.999,0.733,0.685,0.575,-0.133,-0.159,0.320,0.410,0.077,0.310,0.694,-0.208,-0.269,0.116,-0.187,0.014,0.003,31.900,0
82802,-11.637,9.127,-6.055,0.479,-5.035,11.424,-21.702,-50.688,-5.945,-8.532,-3.386,4.300,-2.889,7.518,0.020,1.943,2.419,2.548,-3.510,10.609,-22.758,7.357,3.408,-1.642,-1.396,-0.359,-0.023,0.243,305.250,0
82803,-1.186,1.804,0.929,2.941,-0.424,0.293,-0.257,0.957,-1.226,0.392,-1.722,-0.273,-0.169,0.558,0.029,-0.166,0.577,-0.010,1.384,0.012,-0.105,-0.351,-0.058,-0.153,-0.094,0.156,0.012,0.042,8.190,0
82804,-1.240,2.013,-2.321,-0.413,2.220,2.968,-0.133,1.414,-0.081,1.266,-0.428,0.037,-0.015,0.785,0.868,-0.153,-0.446,0.312,0.630,0.531,-0.007,0.221,0.107,0.988,-0.323,-0.405,0.449,0.118,1.790,0
82804,-0.850,1.274,0.314,-0.173,0.055,0.228,0.622,0.450,-0.486,-0.740,-0.986,-0.085,0.559,-0.229,1.179,0.518,0.057,-0.242,-0.081,0.017,-0.246,-0.751,0.031,-0.980,-0.061,0.155,0.037,-0.002,89.990,0
82807,-0.981,0.871,1.886,1.260,0.394,0.105,0.712,-0.227,-0.088,0.170,-0.574,-0.329,-0.821,-0.155,0.461,-1.292,0.592,-0.662,0.860,-0.093,-0.088,0.060,-0.429,0.097,0.354,-0.193,-0.422,-0.141,23.430,0
82812,-1.632,0.257,1.171,-0.426,-1.125,0.612,-0.746,1.272,0.246,-1.131,0.179,0.664,-1.053,0.380,-0.895,0.078,0.446,-0.080,0.709,-0.314,0.013,-0.079,0.209,-0.251,-0.581,0.898,-0.211,-0.159,60.000,0
82815,0.742,-1.299,0.811,0.405,-1.468,0.099,-0.621,0.288,1.582,-0.520,-1.027,-0.757,-2.690,0.057,0.271,-0.258,0.583,-0.714,0.055,0.166,-0.104,-0.634,-0.051,0.099,-0.108,0.957,-0.076,0.044,228.280,0
82817,-1.691,-0.973,1.776,-2.932,-2.006,-0.321,0.623,-0.159,0.883,-1.014,-1.186,-0.158,-0.794,-0.731,-0.399,-1.933,0.202,1.144,-0.433,-0.846,-0.685,-0.848,-0.339,0.397,0.356,-0.201,0.374,-0.003,305.190,0
82820,1.424,-0.956,0.053,-1.450,-1.127,-0.651,-0.695,-0.062,-2.333,1.600,1.571,-0.446,-0.610,0.366,-0.069,-0.770,0.804,-0.475,-0.110,-0.401,-0.417,-0.930,0.196,0.152,0.177,-0.448,0.008,0.004,25.230,0
82829,1.255,-0.308,-1.007,-0.275,1.870,3.662,-0.698,0.897,0.495,-0.157,-0.571,0.261,-0.181,-0.033,-0.203,-0.034,-0.405,-0.107,0.556,0.023,-0.135,-0.324,-0.135,1.064,0.738,0.452,-0.017,0.006,19.990,0
82830,-2.257,-1.116,-1.819,-2.433,2.104,2.853,0.742,0.989,-0.063,-1.090,-0.732,0.073,-0.189,0.382,-0.908,0.888,-0.955,-0.368,-0.888,-0.109,-0.037,-0.311,-0.332,1.150,-0.335,1.048,0.366,-0.311,314.000,0
82838,1.160,-0.168,0.749,0.417,-0.584,0.216,-0.643,0.338,0.398,0.092,1.019,-0.020,-1.578,0.600,1.074,0.655,-0.537,0.232,-0.258,-0.206,-0.048,-0.218,0.090,-0.336,0.044,0.252,-0.005,0.006,5.990,0
